Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2024,Spring,2024-sp,AE,312,Compressible Flow,LCD,33,51,19,9,4,6,2,3,1,2,1,0,1,0,"Wroblewski, Gabrielle E"
2024,Spring,2024-sp,AE,321,Mechs of Aerospace Structures,LEC,0,3,1,9,10,5,7,8,2,4,3,5,3,0,"Chang, Wayne"
2024,Spring,2024-sp,AE,323,Applied Aerospace Structures,LCD,5,29,14,21,17,14,5,3,4,3,3,2,1,2,"Chew, Huck Beng"
2024,Spring,2024-sp,AE,352,Aerospace Dynamical Systems,LEC,58,21,3,2,0,6,0,0,0,0,0,0,0,0,"Eggl, Siegfried"
2024,Spring,2024-sp,AE,353,Aerospace Control Systems,LCD,2,17,18,18,16,9,4,2,1,2,0,0,2,0,"Chang, Wayne"
2024,Spring,2024-sp,AE,370,Aerospace Numerical Methods,LCD,3,70,16,9,6,6,1,3,4,1,0,3,1,1,"Goza, Andres J"
2024,Spring,2024-sp,AE,403,Spacecraft Attitude Control,LCD,10,11,4,1,2,1,0,0,0,0,0,0,1,0,"Woollands, Robyn M"
2024,Spring,2024-sp,AE,410,Computational Aerodynamics,LCD,7,10,4,1,2,0,1,1,0,1,2,0,1,0,"Evrard, Fabien P"
2024,Spring,2024-sp,AE,419,Aircraft Flight Mechanics,LCD,4,7,11,9,11,6,1,1,1,1,0,0,0,0,"Clarke, Matthew A"
2024,Spring,2024-sp,AE,434,Rocket Propulsion,LCD,0,11,7,6,4,3,4,4,4,0,1,0,1,0,"Rovey, Joshua L"
2024,Spring,2024-sp,AE,443,Aerospace Systems Design II,LCD,0,10,15,7,3,3,0,0,0,0,0,0,0,0,"Merret, Jason M"
2024,Spring,2024-sp,AE,443,Aerospace Systems Design II,LCD,22,33,28,8,2,0,0,0,0,0,0,0,0,0,"Smart, Jordan T"
2024,Spring,2024-sp,AE,461,Structures & Control Lab,LCD,5,26,45,21,14,11,10,6,2,0,0,0,0,0,"Chasiotis, Ioannis"
2024,Spring,2024-sp,AE,498,Sustainable Aviation,LCD,6,16,5,3,6,1,3,1,0,0,0,0,0,0,"Ansell, Phillip J"
2024,Spring,2024-sp,AE,543,Aerospace Syst Engineering II,LEC,1,6,8,10,0,0,0,0,0,0,0,0,0,0,"Merret, Jason M"
2024,Spring,2024-sp,AFRO,100,Intro to African American St,LCD,13,11,6,8,5,1,1,3,3,0,0,1,1,0,"McMillion, Desiree Y"
2024,Spring,2024-sp,AFRO,132,African American Music,LEC,0,36,30,27,12,2,1,0,0,1,1,0,4,0,"Meyers, John P"
2024,Spring,2024-sp,AFRO,228,Hip Hop Music: History&Culture,LCD,0,21,6,1,0,0,0,1,0,0,0,0,0,0,"Meyers, John P"
2024,Spring,2024-sp,AFRO,378,Race and Revolutions,LCD,0,23,2,1,0,1,0,1,2,0,0,0,0,0,"O'Byrn, Edward E"
2024,Spring,2024-sp,AGCM,220,Communicating Agriculture,LBD,2,18,7,4,0,1,0,0,0,0,0,0,0,0,"Roberts, Owen A"
2024,Spring,2024-sp,AGCM,420,Public Information Campaigns,LCD,0,13,6,0,1,0,1,0,0,0,0,0,1,0,"Axtman-Barker, Pamela A"
2024,Spring,2024-sp,AHS,375,Comm Partners & Health,LCD,0,32,0,0,1,0,0,0,0,0,0,0,0,0,"Mertes, Tracy"
2024,Spring,2024-sp,AIS,101,Intro to Amer Indian Studies,LCD,6,7,6,3,3,0,0,2,0,1,0,0,0,0,"Ryan Burchfield, Rennata"
2024,Spring,2024-sp,AIS,285,Indigenous Thinkers,LCD,7,12,3,1,0,0,0,0,2,0,0,0,0,0,"Maldonado, Korinta"
2024,Spring,2024-sp,ALEC,505,Teaching and Learning,ONL,3,17,0,0,0,0,0,0,1,0,0,0,0,0,"Smist, Jennifer A"
2024,Spring,2024-sp,ANSC,101,Contemporary Animal Issues,DIS,6,190,0,0,27,0,0,4,0,0,0,0,1,1,"Dilger, Anna C"
2024,Spring,2024-sp,ANSC,110,Life With Animals and Biotech,LCD,8,8,2,0,4,0,0,0,0,0,0,0,0,0,"Allen, Crystal A"
2024,Spring,2024-sp,ANSC,120,Art & Ethics Animals Docs,LCD,17,7,2,2,0,0,0,1,0,0,0,1,0,0,"Richardson, Sarah D"
2024,Spring,2024-sp,ANSC,205,World Animal Resources,LCD,31,24,4,2,3,0,2,0,0,0,0,0,2,0,"Parsons, Carl M"
2024,Spring,2024-sp,ANSC,207,Science of Pets and Their Care,ONL,119,85,20,3,24,5,0,10,3,0,3,1,3,1,"Schneider, Alicia M"
2024,Spring,2024-sp,ANSC,210,Grilling and BBQ Science,OLC,0,82,1,0,6,0,0,0,0,0,0,0,0,0,"Downey, Caroline J"
2024,Spring,2024-sp,ANSC,223,Animal Nutrition,LEC,2,38,0,13,70,0,5,12,0,3,0,0,0,0,"Dilger, Ryan N"
2024,Spring,2024-sp,ANSC,224,Animal Reproduction and Growth,LEC,13,18,11,18,22,19,20,10,10,4,5,2,3,1,"Miller, David J"
2024,Spring,2024-sp,ANSC,250,Companion Animals in Society,ONL,106,33,9,6,5,3,2,2,0,1,1,1,12,1,"Richardson, Sarah D"
2024,Spring,2024-sp,ANSC,250,Companion Animals in Society,ONL,163,75,11,9,9,1,1,2,0,1,2,2,6,0,"Richardson, Sarah D"
2024,Spring,2024-sp,ANSC,255,Animal Ethics,OLC,8,35,0,1,3,0,1,1,0,0,0,0,1,0,"Shike, Daniel W"
2024,Spring,2024-sp,ANSC,298,ANSC Careers Professional Dev,LEC,0,67,0,4,5,0,0,4,0,0,0,0,1,0,"Emmert, Jason L"
2024,Spring,2024-sp,ANSC,363,Behavior of Domestic Animals,OLC,5,20,10,6,11,2,1,3,2,0,0,0,0,0,"Kukekova, Anna V"
2024,Spring,2024-sp,ANSC,407,Animal Shelter Management,LCD,3,5,9,6,10,7,2,5,3,1,0,1,0,0,"Fischer-Brown, Amy E"
2024,Spring,2024-sp,ANSC,409,Meat Science,LCD,0,33,0,0,9,0,0,3,0,0,0,0,0,0,"Harsh, Bailey N"
2024,Spring,2024-sp,ANSC,442,Introduction to Data Analytics,ONL,7,10,1,2,2,0,0,0,0,0,0,0,1,0,"Rodriguez Zas, Sandra L"
2024,Spring,2024-sp,ANSC,446,Population Genetics,LCD,5,9,2,1,6,0,1,2,0,0,0,0,0,0,"Roca, Alfred L"
2024,Spring,2024-sp,ANSC,450,Comparative Immunobiology,LCD,0,15,0,0,19,0,0,9,0,0,4,0,1,0,"Steelman, Andrew J"
2024,Spring,2024-sp,ANSC,498,Integrating Animal Sciences,LEC,0,44,0,4,4,0,3,1,0,1,0,0,0,0,"Shasteen, Aimee E"
2024,Spring,2024-sp,ANSC,499,Common Diseases of Cats & Dogs,ONL,5,14,0,2,2,1,1,0,0,0,0,0,0,0,"Fischer-Brown, Amy E"
2024,Spring,2024-sp,ANSC,520,Protein and Energy Nutrition,LEC,2,7,3,1,4,2,1,2,2,0,0,0,2,0,"Stein, Hans-Henrik"
2024,Spring,2024-sp,ANSC,526,Adv Companion Animal Nutrition,ONL,0,24,0,0,4,0,0,2,0,0,0,0,0,0,"Cattai de Godoy, Maria Re"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,7,5,4,1,0,3,0,0,0,0,0,1,0,0,"Wang, Yifan"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,14,6,4,0,0,1,0,0,0,0,0,0,1,0,"Wang, Yifan"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,13,9,4,0,0,1,0,0,0,0,0,0,2,0,"Vilchis, Sahara Z"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,12,7,4,1,1,4,0,0,0,0,0,1,0,0,"Long, Abby K"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,11,9,4,2,2,0,0,1,0,0,0,1,0,1,"Long, Abby K"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,17,7,2,0,1,0,2,0,1,0,0,0,0,0,"Long, Abby K"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,17,3,3,0,0,0,0,0,0,0,0,0,1,0,"Wang, Yifan"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,14,7,6,1,0,1,2,0,0,0,0,0,2,0,"Vilchis, Sahara Z"
2024,Spring,2024-sp,ANTH,101,Introduction to Anthropology,DIS,11,5,6,2,1,0,2,0,0,0,0,0,1,0,"Vilchis, Sahara Z"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,DIS,12,6,3,0,1,0,0,0,1,0,0,0,0,0,"Naidoo, Navashni"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,DIS,8,5,2,0,2,0,2,2,0,0,2,0,0,0,"Naidoo, Navashni"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,DIS,9,6,5,0,1,1,0,0,0,0,0,1,0,0,"Goulding, Ella"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,DIS,16,5,1,0,2,0,0,0,0,0,0,0,0,0,"Goulding, Ella"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,DIS,9,4,3,3,2,1,1,0,0,0,0,0,0,0,"Goulding, Ella"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,DIS,6,7,5,2,0,1,0,2,0,0,0,0,0,0,"Doubles, Catherine Z"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,DIS,11,5,2,0,1,0,1,1,1,0,0,0,0,0,"Doubles, Catherine Z"
2024,Spring,2024-sp,ANTH,103,Anthro in a Changing World,ONL,357,108,42,23,15,11,7,5,3,1,0,1,5,0,"Patino, Michelle"
2024,Spring,2024-sp,ANTH,180,The Archaeology of Death,LCD,37,49,19,28,41,7,5,22,11,0,6,0,12,1,"Silverman, Helaine I"
2024,Spring,2024-sp,ANTH,209,"Food, Culture, and Society",LCD,5,11,8,6,14,6,3,9,0,0,1,0,2,0,"Silverman, Helaine I"
2024,Spring,2024-sp,ANTH,246,Forensic Science,ONL,118,286,40,40,41,15,15,23,4,8,15,2,29,0,"Malhi, Ripan S"
2024,Spring,2024-sp,ANTH,246,Forensic Science,ONL,134,371,18,38,19,6,7,6,3,5,0,0,10,0,"Antoniuk, Caitlyn E"
2024,Spring,2024-sp,ANTH,268,Images of the Other,LCD,1,3,8,3,3,0,2,0,0,0,0,1,2,0,"Dominguez, Virginia R"
2024,Spring,2024-sp,ANTH,278,Climate Change & Civilization,LCD,25,10,7,1,2,0,0,1,0,0,0,0,0,0,"Lucero, Lisa J"
2024,Spring,2024-sp,ANTH,411,Methods in Cultural Anthrop,LCD,1,20,1,1,0,0,0,1,0,0,0,0,0,0,"Maldonado, Korinta"
2024,Spring,2024-sp,ARCH,172,Intro to Design II,LAB,48,41,33,19,11,4,0,2,2,0,0,0,0,0,"Hillman, Isabella"
2024,Spring,2024-sp,ARCH,232,Structural Fundamentals,LEC,18,15,17,19,10,15,6,3,5,5,5,2,4,2,"Uihlein, Marci"
2024,Spring,2024-sp,ARCH,274,Representation,LAB,15,34,35,17,7,5,0,3,0,0,1,1,0,1,"Clark, John S"
2024,Spring,2024-sp,ARCH,416,Architecture of the U.S.,LEC,0,2,7,3,3,6,1,3,2,1,1,0,2,0,"Johnson, Tait R"
2024,Spring,2024-sp,ARCH,435,Struct Sys and Const Methods,LEC,4,16,20,12,7,11,4,4,1,0,0,0,0,0,"Krishnan, Sudarshan"
2024,Spring,2024-sp,ARCH,517,Arch History 1850-Present,LCD,1,9,13,7,6,13,8,4,0,0,1,0,1,0,"Bross, Benjamin A"
2024,Spring,2024-sp,ARCH,537,Environ Control Systems II,OLC,8,25,7,10,3,7,2,0,0,0,0,0,2,0,"Boubekri, Mohamed"
2024,Spring,2024-sp,ARCH,593,Design & Construction Futures,LEC,18,17,4,5,1,1,0,0,1,0,0,0,0,0,"Deutsch, Randall"
2024,Spring,2024-sp,ARCH,595,Design of Tall Buildings,LCD,1,2,18,8,2,0,0,0,0,0,0,0,0,0,"Pawlikowski, James J"
2024,Spring,2024-sp,ART,160,The Image World,ST,10,5,1,0,2,0,0,1,0,0,0,0,2,0,"Ward, Kendra A"
2024,Spring,2024-sp,ARTD,218,Interaction Design Foundation,ST,0,12,5,1,2,1,0,0,0,0,0,0,0,0,"Stephens, Noelyn J"
2024,Spring,2024-sp,ARTD,228,Computer Applications,PKG,7,3,4,6,3,0,1,0,0,0,2,0,0,0,"Mukachirayil, Savio M"
2024,Spring,2024-sp,ARTD,228,Computer Applications,PKG,0,4,5,2,6,4,0,0,0,0,0,0,0,0,"Chen, Zhiwen"
2024,Spring,2024-sp,ARTD,326,Sustainability & Manufacturing,LEC,20,17,4,3,6,0,0,0,0,0,0,0,5,0,"Araujo de Aguia, Carlos H"
2024,Spring,2024-sp,ARTD,328,Human-Centered Product Design,LAB,4,4,6,2,1,2,2,0,0,1,0,0,0,0,"Taher, Mania T"
2024,Spring,2024-sp,ARTD,333,Type & Image,ST,2,10,5,0,1,1,1,0,0,1,0,0,0,0,"Sibrian Mai, Angelica A"
2024,Spring,2024-sp,ARTD,426,Product Innovation,LEC,1,14,7,0,1,0,0,1,0,0,0,0,0,0,"Sethi, Simrun S"
2024,Spring,2024-sp,ARTD,471,Graphic Design Capstone,ST,6,15,2,1,0,0,0,0,0,0,0,0,0,0,"Marble, Jena M"
2024,Spring,2024-sp,ARTE,101,"Art, Design, and Society",LEC,93,36,5,22,7,2,5,3,3,2,1,0,2,1,"Lucero, Jorge"
2024,Spring,2024-sp,ARTH,211,Design History Survey,LEC,1,86,31,12,30,7,3,2,1,0,0,0,1,0,"Weissman, Terri"
2024,Spring,2024-sp,ARTH,214,Art in China,LCD,0,4,10,5,5,1,1,0,0,0,0,0,0,0,"Burkus-Chasson, Anne"
2024,Spring,2024-sp,ARTH,235,Art and Power in 17th c Europe,LCD,0,8,8,8,4,1,1,1,0,2,1,0,0,0,"Pilgrim, James B"
2024,Spring,2024-sp,ARTH,299,Mod & Contemp Native Amer Art,LCD,6,8,9,3,3,1,0,0,3,0,0,0,0,0,"Smith, Cassandra A"
2024,Spring,2024-sp,ARTJ,299,Seminar in Japanese Aesthetics,OLC,18,6,3,0,4,0,0,0,0,0,1,1,0,0,"Sinzato, Alice Yumi"
2024,Spring,2024-sp,ARTJ,302,Intro to Anime,OLC,13,23,3,0,1,3,0,0,0,0,0,0,0,0,"Stirek, Lindsey L"
2024,Spring,2024-sp,ARTJ,397,"Zen, Tea, and Power",OLC,2,2,3,4,3,2,2,2,1,1,0,0,1,0,"Francis, Omar L"
2024,Spring,2024-sp,ARTJ,398,Designing Life in Modern Japan,OLC,1,13,2,3,1,0,2,0,0,0,0,0,1,1,"Palmieri, Christopher J"
2024,Spring,2024-sp,ARTS,220,Introduction to Fashion,ONL,18,4,1,1,0,1,1,0,0,0,1,0,0,0,"Becker, Susan E"
2024,Spring,2024-sp,ASRM,210,Theory of Interest,LEC,13,16,5,3,1,1,1,0,0,0,0,0,0,1,"Liu, Peixin"
2024,Spring,2024-sp,ASRM,406,Lin Algebra & Financial Apps,LCD,5,3,9,3,3,3,2,0,0,0,0,0,0,0,"Icaza, Eric S"
2024,Spring,2024-sp,ASRM,409,Stoch Proc for Fin & Insurance,LCD,4,1,4,6,5,2,3,3,0,0,1,1,3,1,"Fadina, Tolulope R"
2024,Spring,2024-sp,ASRM,442,Stats for Risk Modeling II,LEC,1,1,1,3,0,5,3,1,0,4,2,0,4,2,"Freiji, Claudia G"
2024,Spring,2024-sp,ASRM,461,Loss Models,LEC,3,4,6,6,13,13,2,0,0,0,0,0,1,1,"Icaza, Eric S"
2024,Spring,2024-sp,ASRM,469,Casualty Actuarial Mathematics,LCD,2,3,2,2,1,3,2,1,0,0,1,0,5,0,"Freiji, Claudia G"
2024,Spring,2024-sp,ASRM,471,Life Contingencies I,LEC,1,4,1,1,3,3,1,3,1,2,2,5,2,0,"Wei, Wei"
2024,Spring,2024-sp,ASTR,100,Introduction to Astronomy,ONL,24,47,18,22,12,10,6,7,1,0,0,5,4,0,"Winans, Amanda"
2024,Spring,2024-sp,ASTR,100,Introduction to Astronomy,ONL,23,45,26,20,23,13,10,11,6,4,6,6,17,1,"Winans, Amanda"
2024,Spring,2024-sp,ASTR,121,Solar System and Worlds Beyond,LEC,36,35,12,17,11,6,4,4,2,2,2,0,6,0,"Winans, Amanda"
2024,Spring,2024-sp,ASTR,122,Stars and Galaxies,LEC,8,33,25,13,15,3,6,7,2,1,1,2,4,1,"Dunne, Bryan C"
2024,Spring,2024-sp,ASTR,210,Introduction to Astrophysics,LEC,10,11,0,0,10,3,0,8,0,0,1,0,1,0,"Young, Lisa M"
2024,Spring,2024-sp,ASTR,210,Introduction to Astrophysics,LEC,10,15,0,1,9,1,0,6,0,0,1,2,3,0,"Young, Lisa M"
2024,Spring,2024-sp,ASTR,310,Computing in Astronomy,LEC,10,17,7,5,0,3,1,0,4,0,0,0,3,0,"Young, Lisa M"
2024,Spring,2024-sp,ASTR,330,Extraterrestrial Life,ONL,40,78,41,40,16,12,4,4,0,1,1,0,3,0,"Dunne, Bryan C"
2024,Spring,2024-sp,ASTR,405,Planetary Systems,LEC,1,21,6,3,9,0,1,6,3,0,2,0,2,0,"Gross, Arran C"
2024,Spring,2024-sp,ASTR,414,Astronomical Techniques,LEC,5,18,2,3,10,2,1,5,1,1,1,3,1,0,"Kemball, Athol J"
2024,Spring,2024-sp,ATMS,100,Introduction to Meteorology,LEC,8,16,5,3,14,4,4,11,2,1,0,0,2,0,"Frame, Jeffrey"
2024,Spring,2024-sp,ATMS,120,Severe and Hazardous Weather,LEC,38,89,29,31,32,9,14,9,5,4,4,3,6,1,"Choate, Jessica J"
2024,Spring,2024-sp,ATMS,140,Climate and Global Change,LEC,2,26,4,1,3,2,0,0,2,0,0,0,2,0,"Hence, Deanna"
2024,Spring,2024-sp,ATMS,201,General Physical Meteorology,LCD,7,9,14,12,2,6,3,2,1,0,0,0,1,0,"Choate, Jessica J"
2024,Spring,2024-sp,ATMS,420,Atmospheric Chemistry,LCD,11,4,4,5,4,1,0,0,0,0,0,0,0,0,"Horowitz, Hannah M"
2024,Spring,2024-sp,BADM,210,Business Analytics I,LEC,1,97,29,12,13,9,7,10,4,0,1,0,0,0,"Pant, Shagun"
2024,Spring,2024-sp,BADM,210,Business Analytics I,LEC,2,61,21,6,23,2,1,1,2,0,3,0,2,0,"Pant, Shagun"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,31,5,3,2,3,1,0,0,0,0,0,0,0,0,"Liu, Zilong"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,26,7,6,2,2,1,0,0,0,0,0,0,0,0,"Ahsen, Mehmet E"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,12,5,10,3,4,3,3,0,2,0,0,0,0,0,"Moshref Javadi, Mohammad"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,35,7,1,0,0,1,0,0,1,0,0,0,0,0,"Bahrini, Aram"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,27,14,2,1,0,0,0,0,0,0,0,0,0,0,"Ahsen, Mehmet E"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,13,9,3,2,2,1,0,1,1,0,0,0,0,0,"Ahsen, Mehmet E"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,3,13,4,12,3,4,2,1,0,1,0,0,1,0,"Haksoz, Cagri"
2024,Spring,2024-sp,BADM,211,Business Analytics II,LCD,23,13,1,0,1,0,0,0,0,0,0,0,0,0,"Liu, Zilong"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,0,19,5,4,4,1,2,3,0,0,0,0,0,0,"Han, Rongqing"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,25,18,9,0,1,2,0,0,0,0,0,0,0,0,"Liang, Hongyan"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,12,27,9,0,4,0,0,0,2,0,1,0,0,0,"Liang, Hongyan"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,16,34,4,1,0,0,0,0,0,0,0,0,0,0,"Liang, Hongyan"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,0,19,9,4,3,0,0,0,0,0,0,0,0,0,"Han, Rongqing"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,0,26,14,6,7,0,1,0,0,0,0,0,0,0,"Han, Rongqing"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,0,39,8,2,4,2,0,0,0,0,0,0,0,0,"Baddam, Swathi Reddy"
2024,Spring,2024-sp,BADM,275,Operations Management,LCD,0,41,9,3,0,1,1,0,0,0,0,0,0,0,"Baddam, Swathi Reddy"
2024,Spring,2024-sp,BADM,300,The Legal Environment of Bus,LEC,70,94,20,13,7,5,5,4,2,1,1,0,2,0,"Warnick, Emerson T"
2024,Spring,2024-sp,BADM,300,The Legal Environment of Bus,LEC,3,13,4,9,10,3,4,2,0,2,1,1,3,0,"Winter, Gretchen A"
2024,Spring,2024-sp,BADM,310,Mgmt and Organizational Beh,LEC,177,104,34,14,9,2,3,1,0,2,0,0,0,0,"White, Judith B"
2024,Spring,2024-sp,BADM,310,Mgmt and Organizational Beh,ONL,238,113,22,9,9,4,2,1,2,0,0,0,0,0,"Ward, Sarah"
2024,Spring,2024-sp,BADM,311,Leading Individuals and Teams,LCD,0,38,9,1,1,0,0,1,0,0,1,0,2,0,"Gupta, Pranav"
2024,Spring,2024-sp,BADM,311,Leading Individuals and Teams,LCD,0,28,8,0,0,0,0,0,0,0,1,0,0,0,"Gupta, Pranav"
2024,Spring,2024-sp,BADM,311,Leading Individuals and Teams,LCD,0,23,8,2,1,0,0,2,0,0,0,0,0,0,"Gupta, Pranav"
2024,Spring,2024-sp,BADM,312,Designing and Managing Orgs,LCD,0,28,5,3,4,0,0,0,0,0,0,0,0,0,"Khessina, Olga"
2024,Spring,2024-sp,BADM,312,Designing and Managing Orgs,LCD,0,23,8,3,8,1,0,0,0,0,0,0,0,0,"Khessina, Olga"
2024,Spring,2024-sp,BADM,312,Designing and Managing Orgs,LCD,6,15,7,5,1,2,0,0,0,0,0,0,0,0,"Ryu, Jinah"
2024,Spring,2024-sp,BADM,312,Designing and Managing Orgs,LCD,0,18,8,3,6,0,0,0,0,0,0,0,0,0,"Khessina, Olga"
2024,Spring,2024-sp,BADM,313,Strategic Human Res Management,LCD,39,13,2,0,1,0,0,0,0,0,0,0,0,0,"Swenddal, Heather J"
2024,Spring,2024-sp,BADM,314,Leading Negotiations,LCD,0,10,11,10,7,5,1,0,0,1,0,0,0,0,"Loewenstein, Jeffrey"
2024,Spring,2024-sp,BADM,314,Leading Negotiations,LCD,0,21,8,7,6,3,1,1,2,1,0,1,1,0,"Loewenstein, Jeffrey"
2024,Spring,2024-sp,BADM,320,Principles of Marketing,LEC,80,88,15,22,38,8,12,6,0,2,0,1,0,0,"Wolters, Mark E"
2024,Spring,2024-sp,BADM,320,Principles of Marketing,ONL,232,138,13,5,10,0,1,0,0,0,0,0,0,0,"Kim, Myoung Hee"
2024,Spring,2024-sp,BADM,322,Marketing Research,LCD,4,11,10,2,0,0,0,0,0,0,0,0,0,0,"Bao, Ying"
2024,Spring,2024-sp,BADM,323,Marketing Communications,LCD,0,44,8,3,0,0,1,0,0,0,0,0,0,0,"Raquel, Steve A"
2024,Spring,2024-sp,BADM,323,Marketing Communications,LCD,0,40,11,2,1,0,0,1,0,0,0,0,1,0,"Raquel, Steve A"
2024,Spring,2024-sp,BADM,324,Purchasing and Supply Mgmnt,LCD,3,15,13,4,1,0,0,0,0,0,0,0,0,0,"Haksoz, Cagri"
2024,Spring,2024-sp,BADM,324,Purchasing and Supply Mgmnt,LCD,0,14,14,3,0,0,0,0,0,0,0,0,0,0,"Haksoz, Cagri"
2024,Spring,2024-sp,BADM,325,Consumer Behavior,LCD,6,29,4,3,1,0,0,0,0,0,0,0,0,0,"Noel, Hayden N"
2024,Spring,2024-sp,BADM,325,Consumer Behavior,LCD,30,14,2,5,1,2,0,0,0,0,0,0,0,0,"Lim, Sarah"
2024,Spring,2024-sp,BADM,329,New Product Development,LCD,14,26,9,1,0,0,0,0,0,0,0,0,0,0,"Sethi, Simrun S"
2024,Spring,2024-sp,BADM,330,Brand Management,LCD,3,27,15,1,2,0,1,0,0,0,0,0,0,0,"Smith, Rosanna K"
2024,Spring,2024-sp,BADM,337,Practicum in Supply Chain Mgt,LCD,0,15,5,3,2,0,0,0,0,0,0,0,0,0,"Mehrotra, Mili"
2024,Spring,2024-sp,BADM,337,Practicum in Supply Chain Mgt,LCD,0,30,4,0,1,0,0,0,0,0,0,0,0,0,"Baddam, Swathi Reddy"
2024,Spring,2024-sp,BADM,338,Global Supply Chain Management,LCD,9,12,5,7,2,2,0,0,0,0,0,0,0,0,"Clougherty, Joseph A"
2024,Spring,2024-sp,BADM,340,Ethical Dilemmas of Business,LCD,26,12,0,2,0,0,0,0,0,0,0,0,0,0,"Barbeau, Aimee"
2024,Spring,2024-sp,BADM,340,Ethical Dilemmas of Business,LCD,0,33,1,1,5,0,0,0,0,0,0,0,0,0,"Reinhard, David A"
2024,Spring,2024-sp,BADM,346,Intro to Entrepreneurship,LCD,11,7,5,1,0,2,0,0,0,0,0,0,0,0,"Roach, Michael"
2024,Spring,2024-sp,BADM,350,IT for Networked Organizations,LCD,0,26,11,4,1,0,0,0,0,0,0,0,0,0,"Ghoshal, Abhijeet"
2024,Spring,2024-sp,BADM,350,IT for Networked Organizations,LCD,0,32,8,0,2,0,0,0,0,0,0,0,0,0,"Ghoshal, Abhijeet"
2024,Spring,2024-sp,BADM,351,Social Media Strategy,LCD,0,49,6,0,1,1,0,0,0,0,0,0,0,0,"Sumkin, Dmitrii"
2024,Spring,2024-sp,BADM,351,Social Media Strategy,LCD,0,40,8,1,2,1,0,1,0,0,0,0,0,0,"Sumkin, Dmitrii"
2024,Spring,2024-sp,BADM,352,Database Design and Management,LCD,1,35,0,2,3,0,0,0,0,0,0,0,0,0,"Garimella, Aravinda"
2024,Spring,2024-sp,BADM,352,Database Design and Management,LCD,9,40,0,2,0,0,0,2,0,0,0,0,0,0,"Garimella, Aravinda"
2024,Spring,2024-sp,BADM,352,Database Design and Management,LCD,3,34,0,6,1,0,0,0,0,0,0,0,0,0,"Garimella, Aravinda"
2024,Spring,2024-sp,BADM,353,Info Sys Analysis and Design,LCD,8,37,0,1,0,0,0,1,0,0,0,0,0,0,"Nelson, Matthew L"
2024,Spring,2024-sp,BADM,353,Info Sys Analysis and Design,LCD,14,43,2,0,1,2,0,0,0,0,0,0,0,0,"Nelson, Matthew L"
2024,Spring,2024-sp,BADM,356,Data Science and Analytics,LCD,11,47,4,3,0,0,0,0,0,0,0,0,0,0,"Pant, Gautam"
2024,Spring,2024-sp,BADM,359,Bus Prob Form and Soln,LCD,5,29,2,0,1,0,0,0,0,0,0,0,0,0,"Kim, June-Young"
2024,Spring,2024-sp,BADM,370,Information Security Mgmt,LCD,0,19,5,2,0,1,0,0,0,0,0,0,0,0,"Ghoshal, Abhijeet"
2024,Spring,2024-sp,BADM,374,Management Decision Models,LCD,2,9,7,7,2,0,1,0,0,0,1,0,1,0,"Kwon, Hyok-Jon D"
2024,Spring,2024-sp,BADM,375,Operations Strategy,LCD,7,20,10,5,2,1,1,1,0,0,0,0,0,0,"Moshref Javadi, Mohammad"
2024,Spring,2024-sp,BADM,375,Operations Strategy,LCD,7,18,11,6,5,0,0,1,0,0,0,0,0,0,"Moshref Javadi, Mohammad"
2024,Spring,2024-sp,BADM,378,Logistics Management,LCD,20,10,4,3,1,1,0,0,0,0,0,0,0,0,"Bahrini, Aram"
